02/01/2014,   4775.41,   4775.41,      0.00,        0,            4590.00,    167.00, 18.41,   11,   19,   7,   5,   4, 21, 15, 32,    14,    37,    29,    21,     6,               0.00,      0.00,   0.00,    0,    0,   0,   0,   0,  0,  0,  0,     0,     0,     0,     0,

28/03/2014,   5143.76,   5143.76,      0.00,        0,            4930.00,    193.00, 20.76,   11,   21,   8,   7,   9, 24, 24, 25,    17,    42,    27,    22,     6,               0.00,      0.00,   0.00,    0,    0,   0,   0,   0,  0,  0,  0,     0,     0,     0,     0,

05/07/2014,   5692.06,   5692.06,      0.00,        0,            5470.00,    204.00, 18.06,   16,   18,   5,   7,   8, 24, 24, 36,    14,    37,    25,    22,     6,               0.00,      0.00,   0.00,    0,    0,   0,   0,   0,  0,  0,  0,     0,     0,     0,     0,

28/07/2014,   7084.46,   7084.46,      0.00,        0,            6840.00,    222.00, 22.46,   18,   24,  12,   8,   8, 25, 28, 41,    16,    43,    44,    28,     6,               0.00,      0.00,   0.00,    0,    0,   0,   0,   0,  0,  0,  0,     0,     0,     0,     0,

24/12/2014,   5056.46,   5056.46,      0.00,        0,            4830.00,    207.00, 19.46,    9,   24,  10,   4,   5, 21, 28, 46,    11,    40,    45,    28,     6,               0.00,      0.00,   0.00,    0,    0,   0,   0,   0,  0,  0,  0,     0,     0,     0,     0,  Bic [3200]

24/04/2015,   5167.76,   5167.76,      0.00,        0,            4940.00,    206.00, 21.76,    9,   25,  10,   4,   6, 19, 31, 49,    16,    40,    43,    28,     6,               0.00,      0.00,   0.00,    0,    0,   0,   0,   0,  0,  0,  0,     0,     0,     0,     0,

03/07/2015,   8591.81,   5141.81,    460.00,        0,            4870.00,    249.00, 22.81,   10,   23,   6,   3,  21, 22, 42, 55,    16,    42,    49,    29,     6,             460.00,      0.00,   0.00,    0,    9,   0,   1,   0,  0,  0,  0,     0,     0,     0,     0,  First time documented euros!

28/09/2015,  10019.21,   6531.71,    465.00,        0,            6350.00,    172.00,  9.71,   14,   28,   8,   7,  21, 23, 18, 21,     8,    16,    18,    13,     6,             465.00,      0.00,   0.00,    0,    9,   0,   1,   1,  0,  0,  0,     0,     0,     0,     0,  10k reached!

29/11/2015,   7371.59,   3809.09,    475.00,   590.38,            3130.00,     83.00,  5.71,    1,   24,   5,  10,   8, 11,  8, 12,     4,     6,    18,    13,     6,             475.00,      0.00,   0.00,    0,    9,   0,   2,   1,  0,  0,  0,     0,     0,     0,     0,  Comp ( [3200] )

27/02/2016,   8391.03,   4791.03,    480.00,  1490.38,            3180.00,    115.00,  5.65,    1,   26,   3,   9,   5, 12, 18, 19,     7,     8,     3,     5,     0,             480.00,      0.00,   0.00,    0,    9,   0,   2,   2,  0,  0,  0,     0,     0,     0,     0,

27/04/2016,  13490.53,   6890.53,    880.00,  2090.38,            4660.00,    136.00,  4.15,    8,   25,   6,  10,   6, 15, 20, 21,     5,     5,     3,     6,     5,             880.00,      0.00,   0.00,    0,   17,   0,   2,   2,  0,  0,  0,     0,     0,     0,     0,

03/06/2016,  13969.13,   7444.13,    870.00,  2690.38,            4600.00,    151.00,  2.75,    8,   26,   6,   4,   2, 15, 26, 24,     2,     5,     4,     6,     5,             870.00,      0.00,   0.00,    0,   17,   0,   2,   0,  0,  0,  0,     0,     0,     0,     0,

16/08/2016,  16577.38,   9152.38,    990.00,  2990.38,            6030.00,    132.00,  0.00,   10,   32,  13,   6,   6, 13, 23, 21,     0,     0,     0,     0,     0,             990.00,      0.00,   0.00,    0,   17,   5,   4,   0,  0,  0,  0,     0,     0,     0,     0,

23/04/2017,  15639.98,   8364.98,    970.00,  2990.38,            5170.00,    192.00, 12.60,    8,   31,   8,   3,   1, 17, 34, 39,    19,     8,     7,    15,     5,             970.00,      0.00,   0.00,    0,   17,   5,   2,   0,  0,  0,  0,     0,     0,     0,     0,  Speakers (0 [500] ), Focusrite Studio Audio ( [1500] )

15/07/2017,  16340.83,   8990.83,    980.00,  2990.38,            5710.00,    276.00, 14.45,   14,   29,   0,   0,   1, 26, 47, 52,    22,     8,    10,    16,     5,             980.00,      0.00,   0.00,    0,   17,   5,   3,   0,  0,  0,  0,     0,     0,     0,     0,

24/09/2017,  19765.83,  10915.83,   1180.00,  2990.38,            7590.00,    320.00, 15.45,   20,   32,   4,   5,   9, 31, 53, 59,    24,     8,    10,    16,     5,            1180.00,      0.00,   0.00,    0,   17,  13,   5,   4,  0,  0,  0,     0,     0,     0,     0,

18/06/2018,  19997.83,  11110.33,   1185.00,  2990.38,            7470.00,    624.00, 25.95,   20,   32,   2,   4,   9, 67, 98, 93,    37,    19,    20,    32,     5,            1185.00,      0.00,   0.00,    0,   17,  13,   5,   5,  0,  0,  0,     0,     0,     0,     0,  TrebLab Bluetooth Headphones ( [500] ) x 2

27/07/2018,  20755.98,  11755.98,   1200.00,  2990.38,            8080.00,    658.00, 27.60,   23,   30,   7,   2,   9, 74, 96, 96,    40,    20,    20,    31,     5,            1200.00,      0.00,   0.00,    0,   17,  13,   6,   6,  0,  0,  0,     0,     0,     0,     0,  20k reached!
